,districtcode,schoolyear,districtname,8th_math_percentmet,english_language_learners_enrollment,attendance,english_language_learners_enrollment,admin_min_effective_percentage,teacher_min_effective_percentage,Estimate Median household income in the past 12 months (in 2018 inflation-adjusted dollars),Estimate Total Bachelor's degree,Estimate Total Master's degree,fundbalanceas%ofexpenditure,"Estimate Total Living in household with Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months"
976,70300,2016-2017,Spring Lake Public Schools,67.8,5,96.59,5,0.0,0.0,74428,2454,1070,9.59,128
977,70300,2017-2018,Spring Lake Public Schools,68.1,12,94.68,12,0.0,0.0,74428,2454,1070,9.57,128
978,70300,2018-2019,Spring Lake Public Schools,77.3,5,94.69,5,0.0,0.6,74428,2454,1070,8.98,128
979,70300,2020-2021,Spring Lake Public Schools,68.9,5,94.83,5,0.0,1.25,74428,2454,1070,12.36,128
980,70350,2015-2016,Zeeland Public Schools,47.95,240,96.49,240,0.0,0.25,71014,3986,1549,4.04,488
981,70350,2016-2017,Zeeland Public Schools,51.75,242,96.19,242,0.0,0.0,71014,3986,1549,6.91,488
982,70350,2017-2018,Zeeland Public Schools,53.2,242,95.25,242,0.0,0.0,71014,3986,1549,9.24,488
983,70350,2018-2019,Zeeland Public Schools,55.65,233,95.62,233,0.0,0.0,71014,3986,1549,13.09,488
984,70350,2020-2021,Zeeland Public Schools,37.15,237,96.51,237,0.0,0.15,71014,3986,1549,17.22,488
990,73040,2015-2016,Saginaw Township Community Schools,27.2,120,93.88,120,7.14,0.37,51842,5606,2668,21.24,1197
991,73040,2016-2017,Saginaw Township Community Schools,25.4,135,93.51,135,0.0,0.0,51842,5606,2668,20.95,1197
992,73040,2017-2018,Saginaw Township Community Schools,25.7,136,93.11,136,0.0,0.0,51842,5606,2668,19.3,1197
993,73040,2018-2019,Saginaw Township Community Schools,33.3,99,92.95,99,0.0,0.35,51842,5606,2668,20.85,1197
994,73040,2020-2021,Saginaw Township Community Schools,28.4,81,92.29,81,0.0,0.38,51842,5606,2668,19.89,1197
995,73110,2015-2016,Chesaning Union Schools,47.4,5,93.49,5,0.0,0.0,50189,808,294,9.38,518
996,73110,2016-2017,Chesaning Union Schools,46.4,5,93.91,5,0.0,0.0,50189,808,294,8.81,518
997,73110,2017-2018,Chesaning Union Schools,42.7,5,93.07,5,0.0,1.85,50189,808,294,9.47,518
998,73110,2018-2019,Chesaning Union Schools,45.3,5,93.16,5,0.0,1.12,50189,808,294,10.55,518
999,73110,2020-2021,Chesaning Union Schools,54.9,5,92.94,5,0.0,0.0,50189,808,294,16.56,518
1000,73180,2015-2016,Bridgeport-Spaulding Community School District,2.5,13,91.55,13,0.0,0.0,37518,996,291,-3.47,1858
1001,73180,2016-2017,Bridgeport-Spaulding Community School District,2.5,15,92.02,15,0.0,0.0,37518,996,291,3.48,1858
1002,73180,2017-2018,Bridgeport-Spaulding Community School District,2.5,16,90.00,16,0.0,0.0,37518,996,291,7.82,1858
1003,73180,2018-2019,Bridgeport-Spaulding Community School District,12.4,20,89.02,20,0.0,6.02,37518,996,291,8.69,1858
1004,73180,2020-2021,Bridgeport-Spaulding Community School District,6.7,23,95.33,23,0.0,5.13,37518,996,291,22.45,1858
1005,73190,2015-2016,Frankenmuth School District,53.5,10,96.68,10,0.0,0.0,70268,1784,686,38.48,84
1006,73190,2016-2017,Frankenmuth School District,52.2,5,96.39,5,0.0,0.0,70268,1784,686,40.16,84
1007,73190,2017-2018,Frankenmuth School District,58.3,15,96.15,15,0.0,0.0,70268,1784,686,38.13,84
1008,73190,2018-2019,Frankenmuth School District,51.6,14,96.15,14,0.0,0.0,70268,1784,686,37.88,84
1009,73190,2020-2021,Frankenmuth School District,44.7,5,88.14,5,0.0,0.0,70268,1784,686,40.73,84
1010,73200,2015-2016,Freeland Community School District,44.3,5,96.42,5,0.0,0.0,83731,1674,680,20.87,167
1011,73200,2016-2017,Freeland Community School District,44.4,5,95.89,5,0.0,0.0,83731,1674,680,21.13,167
1012,73200,2017-2018,Freeland Community School District,48.7,5,95.35,5,0.0,0.0,83731,1674,680,19.87,167
1013,73200,2018-2019,Freeland Community School District,53.5,5,95.60,5,0.0,0.5,83731,1674,680,22.05,167
1014,73200,2020-2021,Freeland Community School District,53.3,5,93.41,5,0.0,0.36,83731,1674,680,23.85,167
1015,73210,2015-2016,Hemlock Public School District,28.7,5,96.59,5,0.0,0.0,60112,1260,237,10.38,296
1016,73210,2016-2017,Hemlock Public School District,44.7,5,96.19,5,0.0,0.0,60112,1260,237,15.51,296
1017,73210,2017-2018,Hemlock Public School District,26.6,5,96.24,5,0.0,0.0,60112,1260,237,17.72,296
1018,73210,2018-2019,Hemlock Public School District,56.8,5,95.85,5,0.0,1.35,60112,1260,237,23.38,296
1019,73210,2020-2021,Hemlock Public School District,30.7,5,90.55,5,0.0,1.25,60112,1260,237,29.21,296
1020,73230,2015-2016,Merrill Community Schools,38.6,5,95.47,5,0.0,0.0,52321,416,139,12.1,341
1021,73230,2016-2017,Merrill Community Schools,32.7,5,94.83,5,0.0,3.92,52321,416,139,9.84,341
1022,73230,2017-2018,Merrill Community Schools,17.4,5,95.27,5,0.0,1.89,52321,416,139,4.43,341
1023,73230,2018-2019,Merrill Community Schools,39.0,5,94.99,5,0.0,0.0,52321,416,139,9.21,341
1024,73230,2020-2021,Merrill Community Schools,17.9,5,94.57,5,0.0,0.0,52321,416,139,21.0,341
1035,74010,2015-2016,Port Huron Area School District,22.0,69,94.57,69,0.0,0.52,46671,5128,2398,8.09,5340
1036,74010,2016-2017,Port Huron Area School District,25.2,56,93.52,56,0.0,0.0,46671,5128,2398,9.38,5340
1037,74010,2017-2018,Port Huron Area School District,17.0,56,92.80,56,0.0,1.9,46671,5128,2398,10.48,5340
1038,74010,2018-2019,Port Huron Area School District,30.899999999999995,52,92.38,52,0.0,0.0,46671,5128,2398,12.98,5340
1039,74010,2020-2021,Port Huron Area School District,25.0,46,96.18,46,2.7,0.46,46671,5128,2398,24.09,5340
1040,74050,2015-2016,East China School District,34.45,5,95.94,5,0.0,0.0,63739,2694,1270,10.31,746
1041,74050,2016-2017,East China School District,39.05,15,95.56,15,0.0,1.14,63739,2694,1270,10.38,746
1042,74050,2017-2018,East China School District,38.349999999999994,19,95.28,19,0.0,0.34,63739,2694,1270,9.03,746
1043,74050,2018-2019,East China School District,45.55,18,95.15,18,0.0,0.0,63739,2694,1270,9.76,746
1044,74050,2020-2021,East China School District,35.400000000000006,12,93.56,12,0.0,0.0,63739,2694,1270,15.92,746
1045,74100,2015-2016,Marysville Public Schools,39.0,5,96.29,5,0.0,0.7,64603,1543,542,12.87,667
1046,74100,2016-2017,Marysville Public Schools,33.3,5,95.54,5,0.0,1.38,64603,1543,542,13.31,667
1047,74100,2017-2018,Marysville Public Schools,48.0,5,95.46,5,0.0,0.0,64603,1543,542,12.39,667
1048,74100,2018-2019,Marysville Public Schools,51.8,5,95.17,5,0.0,0.0,64603,1543,542,14.82,667
1049,74100,2020-2021,Marysville Public Schools,40.0,5,95.96,5,0.0,0.0,64603,1543,542,35.4,667
1050,75010,2015-2016,Sturgis Public Schools,30.2,647,92.10,647,0.0,1.0,44187,777,387,15.38,1469
1051,75010,2016-2017,Sturgis Public Schools,33.7,667,95.55,667,0.0,0.0,44187,777,387,13.14,1469
1052,75010,2017-2018,Sturgis Public Schools,28.6,691,93.00,691,0.0,0.0,44187,777,387,14.35,1469
1053,75010,2018-2019,Sturgis Public Schools,23.4,693,94.66,693,0.0,0.0,44187,777,387,18.91,1469
1054,75010,2020-2021,Sturgis Public Schools,17.3,629,90.13,629,0.0,0.0,44187,777,387,22.85,1469
1055,75050,2015-2016,Constantine Public School District,27.7,5,91.97,5,0.0,6.19,55063,478,152,13.22,350
1056,75050,2016-2017,Constantine Public School District,21.6,10,92.60,10,0.0,3.45,55063,478,152,22.51,350
1057,75050,2017-2018,Constantine Public School District,23.7,14,91.07,14,0.0,2.11,55063,478,152,22.51,350
1058,75050,2018-2019,Constantine Public School District,28.7,15,93.06,15,0.0,2.84,55063,478,152,26.2,350
1059,75050,2020-2021,Constantine Public School District,20.5,19,90.28,19,0.0,1.8,55063,478,152,41.29,350
1060,75060,2015-2016,Mendon Community School District,13.0,5,98.50,5,0.0,0.0,62600,230,181,10.4,85
1061,75060,2016-2017,Mendon Community School District,13.0,5,98.25,5,0.0,0.0,62600,230,181,11.59,85
1062,75060,2017-2018,Mendon Community School District,16.7,5,91.78,5,0.0,3.85,62600,230,181,8.7,85
1063,75060,2018-2019,Mendon Community School District,41.7,14,93.79,14,0.0,7.89,62600,230,181,12.21,85
1064,75060,2020-2021,Mendon Community School District,22.5,10,93.18,10,0.0,0.0,62600,230,181,36.2,85
1065,75080,2015-2016,Three Rivers Community Schools,12.0,79,94.56,79,0.0,1.22,51403,1587,649,18.3,1252
1066,75080,2016-2017,Three Rivers Community Schools,13.6,88,94.33,88,0.0,1.25,51403,1587,649,19.34,1252
1067,75080,2017-2018,Three Rivers Community Schools,18.4,90,94.15,90,0.0,1.46,51403,1587,649,21.73,1252
1068,75080,2018-2019,Three Rivers Community Schools,27.5,68,94.75,68,10.0,0.0,51403,1587,649,15.64,1252
1069,75080,2020-2021,Three Rivers Community Schools,26.5,71,88.92,71,0.0,0.35,51403,1587,649,11.64,1252
1070,77010,2015-2016,Manistique Area Schools,18.6,5,94.92,5,0.0,0.0,40280,610,188,7.0,515
1071,77010,2016-2017,Manistique Area Schools,20.3,5,93.32,5,0.0,1.82,40280,610,188,9.72,515
1072,77010,2017-2018,Manistique Area Schools,15.7,5,93.84,5,0.0,0.0,40280,610,188,13.73,515
1073,77010,2018-2019,Manistique Area Schools,50.0,5,92.82,5,0.0,0.0,40280,610,188,18.06,515
1074,77010,2020-2021,Manistique Area Schools,34.3,5,93.40,5,0.0,0.84,40280,610,188,32.8,515
1075,78020,2015-2016,Byron Area Schools,31.4,5,95.67,5,0.0,0.0,68993,523,230,10.56,342
1076,78020,2016-2017,Byron Area Schools,26.9,5,96.54,5,0.0,5.26,68993,523,230,8.99,342
1077,78020,2017-2018,Byron Area Schools,33.3,5,95.22,5,0.0,0.0,68993,523,230,9.29,342
1078,78020,2018-2019,Byron Area Schools,46.2,5,95.29,5,0.0,3.51,68993,523,230,8.6,342
1079,78020,2020-2021,Byron Area Schools,29.6,5,94.39,5,0.0,1.89,68993,523,230,16.44,342
1080,78110,2015-2016,Owosso Public Schools,14.3,5,94.32,5,0.0,1.12,45664,1975,674,13.35,1826
1081,78110,2016-2017,Owosso Public Schools,14.4,5,93.93,5,0.0,0.55,45664,1975,674,13.22,1826
1082,78110,2017-2018,Owosso Public Schools,16.9,5,92.70,5,0.0,2.06,45664,1975,674,11.55,1826
1083,78110,2018-2019,Owosso Public Schools,33.9,5,92.32,5,0.0,0.52,45664,1975,674,14.69,1826
1084,78110,2020-2021,Owosso Public Schools,22.4,5,88.27,5,0.0,0.0,45664,1975,674,17.99,1826
1085,79020,2015-2016,Caro Community Schools,27.1,5,95.17,5,14.29,3.85,45293,877,385,26.96,595
1086,79020,2016-2017,Caro Community Schools,23.0,5,95.10,5,0.0,0.0,45293,877,385,26.09,595
1087,79020,2017-2018,Caro Community Schools,21.7,5,94.55,5,0.0,2.04,45293,877,385,29.87,595
1088,79020,2018-2019,Caro Community Schools,41.4,5,94.76,5,0.0,1.94,45293,877,385,29.46,595
1089,79020,2020-2021,Caro Community Schools,21.8,5,94.82,5,12.5,0.0,45293,877,385,35.38,595
1090,79090,2015-2016,Mayville Community School District,5.0,5,92.15,5,0.0,6.38,48649,351,161,5.21,588
1091,79090,2016-2017,Mayville Community School District,17.1,5,91.07,5,0.0,0.0,48649,351,161,8.12,588
1092,79090,2017-2018,Mayville Community School District,10.2,5,93.35,5,0.0,0.0,48649,351,161,11.36,588
1093,79090,2018-2019,Mayville Community School District,13.5,5,94.22,5,0.0,0.0,48649,351,161,16.77,588
1094,79090,2020-2021,Mayville Community School District,14.6,5,94.30,5,0.0,0.0,48649,351,161,33.5,588
1095,79110,2015-2016,Reese Public Schools,29.6,5,96.28,5,0.0,5.08,55266,517,78,14.61,436
1096,79110,2016-2017,Reese Public Schools,28.1,5,95.99,5,0.0,9.23,55266,517,78,15.07,436
1097,79110,2017-2018,Reese Public Schools,28.4,5,96.22,5,0.0,6.35,55266,517,78,15.15,436
1098,79110,2018-2019,Reese Public Schools,37.5,5,95.67,5,0.0,3.03,55266,517,78,16.08,436
1099,79110,2020-2021,Reese Public Schools,34.0,5,94.89,5,0.0,6.35,55266,517,78,17.74,436
1100,80010,2015-2016,South Haven Public Schools,38.3,265,94.82,265,0.0,3.52,48420,1456,808,15.11,870
1101,80010,2016-2017,South Haven Public Schools,35.2,244,95.10,244,0.0,2.17,48420,1456,808,16.33,870
1102,80010,2017-2018,South Haven Public Schools,27.9,205,92.80,205,0.0,1.25,48420,1456,808,15.98,870
1103,80010,2018-2019,South Haven Public Schools,29.5,193,91.49,193,0.0,1.27,48420,1456,808,15.93,870
1104,80010,2020-2021,South Haven Public Schools,18.1,157,94.70,157,0.0,0.0,48420,1456,808,15.18,870
1105,80040,2015-2016,Covert Public Schools,10.0,93,94.31,93,0.0,0.0,33004,131,55,79.69,249
1106,80040,2016-2017,Covert Public Schools,10.0,117,94.52,117,0.0,3.7,33004,131,55,99.66,249
1107,80040,2017-2018,Covert Public Schools,10.0,110,91.29,110,0.0,0.0,33004,131,55,24.43,249
1108,80040,2018-2019,Covert Public Schools,28.0,135,91.54,135,0.0,6.67,33004,131,55,75.66,249
1109,80040,2020-2021,Covert Public Schools,10.0,130,46.38,130,0.0,0.0,33004,131,55,138.58,249
1110,80090,2015-2016,Bloomingdale Public School District,13.5,206,96.34,206,0.0,1.32,42446,518,137,8.13,551
1111,80090,2016-2017,Bloomingdale Public School District,6.8,210,96.57,210,0.0,2.7,42446,518,137,9.16,551
1112,80090,2017-2018,Bloomingdale Public School District,13.0,232,91.92,232,12.5,2.6,42446,518,137,10.04,551
1113,80090,2018-2019,Bloomingdale Public School District,14.3,264,93.03,264,0.0,0.0,42446,518,137,10.72,551
1114,80090,2020-2021,Bloomingdale Public School District,11.3,268,89.39,268,0.0,0.0,42446,518,137,20.62,551
1115,80140,2015-2016,Lawton Community School District,32.8,60,96.13,60,0.0,2.78,53529,545,219,30.05,433
1116,80140,2016-2017,Lawton Community School District,12.5,60,96.11,60,0.0,2.63,53529,545,219,30.37,433
1117,80140,2017-2018,Lawton Community School District,26.9,58,94.13,58,0.0,0.0,53529,545,219,29.22,433
1118,80140,2018-2019,Lawton Community School District,42.5,58,94.77,58,0.0,0.0,53529,545,219,29.23,433
1119,80140,2020-2021,Lawton Community School District,20.0,43,94.61,43,0.0,0.0,53529,545,219,34.81,433
1120,80150,2015-2016,Mattawan Consolidated School,44.8,36,96.06,36,0.0,1.02,91449,3219,1367,8.51,427
1121,80150,2016-2017,Mattawan Consolidated School,48.2,46,95.83,46,0.0,1.01,91449,3219,1367,8.68,427
1122,80150,2017-2018,Mattawan Consolidated School,41.4,39,94.88,39,0.0,0.66,91449,3219,1367,8.7,427
1123,80150,2018-2019,Mattawan Consolidated School,55.5,32,95.19,32,0.0,0.33,91449,3219,1367,11.15,427
1124,80150,2020-2021,Mattawan Consolidated School,47.4,24,94.10,24,0.0,0.29,91449,3219,1367,22.68,427
1125,8030,2015-2016,Hastings Area School District,28.0,29,95.72,29,0.0,2.55,55527,1468,673,11.82,703
1126,8030,2016-2017,Hastings Area School District,23.0,31,94.84,31,0.0,0.0,55527,1468,673,11.19,703
1127,8030,2017-2018,Hastings Area School District,22.6,27,94.39,27,0.0,0.61,55527,1468,673,11.87,703
1128,8030,2018-2019,Hastings Area School District,38.6,32,94.72,32,0.0,1.3,55527,1468,673,12.47,703
1129,8030,2020-2021,Hastings Area School District,41.1,28,92.47,28,0.0,1.81,55527,1468,673,15.29,703
1130,8050,2015-2016,Thornapple Kellogg School District,33.0,77,95.46,77,0.0,0.0,69434,1931,571,10.65,530
1131,8050,2016-2017,Thornapple Kellogg School District,41.8,56,96.17,56,0.0,0.64,69434,1931,571,11.19,530
1132,8050,2017-2018,Thornapple Kellogg School District,37.7,50,95.69,50,0.0,0.51,69434,1931,571,11.24,530
1133,8050,2018-2019,Thornapple Kellogg School District,48.5,57,95.81,57,0.0,1.51,69434,1931,571,12.02,530
1134,8050,2020-2021,Thornapple Kellogg School District,45.8,57,95.88,57,0.0,0.0,69434,1931,571,16.53,530
1135,81010,2015-2016,Ann Arbor Public Schools,61.92,1399,96.06,1399,0.0,1.24,70232,30393,25961,10.21,2849
1136,81010,2016-2017,Ann Arbor Public Schools,63.08,1472,95.47,1472,0.0,0.91,70232,30393,25961,8.5,2849
1137,81010,2017-2018,Ann Arbor Public Schools,59.92,1586,92.92,1586,0.0,1.89,70232,30393,25961,7.19,2849
1138,81010,2018-2019,Ann Arbor Public Schools,64.22,1645,94.40,1645,0.0,1.16,70232,30393,25961,6.86,2849
1139,81010,2020-2021,Ann Arbor Public Schools,58.44,1549,96.55,1549,0.0,0.0,70232,30393,25961,8.41,2849
1140,81020,2015-2016,Ypsilanti Community Schools,27.6,280,93.73,280,0.0,1.52,41277,7001,3711,9.63,4919
1141,81020,2016-2017,Ypsilanti Community Schools,20.55,275,92.13,275,0.0,4.2,41277,7001,3711,11.67,4919
1142,81020,2017-2018,Ypsilanti Community Schools,20.2,266,91.30,266,0.0,7.69,41277,7001,3711,12.22,4919
1143,81020,2018-2019,Ypsilanti Community Schools,24.8,254,90.68,254,0.0,4.81,41277,7001,3711,10.75,4919
1144,81020,2020-2021,Ypsilanti Community Schools,10.0,314,79.64,314,0.0,2.04,41277,7001,3711,11.88,4919
1145,81040,2015-2016,Chelsea School District,51.6,31,96.25,31,0.0,0.0,87109,3214,1646,20.35,270
1146,81040,2016-2017,Chelsea School District,66.1,25,96.21,25,0.0,0.0,87109,3214,1646,19.64,270
1147,81040,2017-2018,Chelsea School District,58.5,28,94.89,28,0.0,0.0,87109,3214,1646,20.63,270
1148,81040,2018-2019,Chelsea School District,67.6,32,94.06,32,0.0,0.0,87109,3214,1646,20.39,270
1149,81040,2020-2021,Chelsea School District,73.6,26,94.33,26,0.0,0.0,87109,3214,1646,20.93,270
1150,81050,2015-2016,Dexter Community School District,59.4,18,96.27,18,0.0,0.42,108315,4443,3053,17.31,123
1151,81050,2016-2017,Dexter Community School District,53.9,20,96.83,20,0.0,0.0,108315,4443,3053,17.38,123
1152,81050,2017-2018,Dexter Community School District,61.3,40,95.79,40,0.0,0.3,108315,4443,3053,17.76,123
1153,81050,2018-2019,Dexter Community School District,71.4,24,95.83,24,0.0,0.0,108315,4443,3053,19.7,123
1154,81050,2020-2021,Dexter Community School District,53.8,15,97.57,15,0.0,0.0,108315,4443,3053,26.97,123
1155,81070,2015-2016,Lincoln Consolidated School District,28.1,53,93.58,53,0.0,0.53,72377,4172,2198,9.11,1552
1156,81070,2016-2017,Lincoln Consolidated School District,21.0,83,94.58,83,0.0,1.03,72377,4172,2198,12.55,1552
1157,81070,2017-2018,Lincoln Consolidated School District,24.9,81,94.60,81,0.0,0.47,72377,4172,2198,9.45,1552
1158,81070,2018-2019,Lincoln Consolidated School District,32.8,80,94.65,80,0.0,1.39,72377,4172,2198,9.48,1552
1159,81070,2020-2021,Lincoln Consolidated School District,21.8,87,87.82,87,0.0,1.23,72377,4172,2198,12.23,1552
1160,81100,2015-2016,Milan Area Schools,33.7,23,94.23,23,0.0,1.69,72948,1491,789,12.53,369
1161,81100,2016-2017,Milan Area Schools,34.5,30,92.23,30,0.0,1.59,72948,1491,789,14.74,369
1162,81100,2017-2018,Milan Area Schools,37.3,23,92.98,23,0.0,0.0,72948,1491,789,18.83,369
1163,81100,2018-2019,Milan Area Schools,42.8,19,94.07,19,0.0,0.0,72948,1491,789,20.59,369
1164,81100,2020-2021,Milan Area Schools,29.6,29,96.75,29,0.0,0.0,72948,1491,789,23.48,369
1165,81120,2015-2016,Saline Area Schools,63.6,104,96.37,104,0.0,0.7,110321,5716,3986,5.77,684
1166,81120,2016-2017,Saline Area Schools,60.5,107,96.08,107,0.0,1.63,110321,5716,3986,5.7,684
1167,81120,2017-2018,Saline Area Schools,58.1,106,96.03,106,0.0,0.56,110321,5716,3986,4.72,684
1168,81120,2018-2019,Saline Area Schools,71.3,106,95.12,106,0.0,0.28,110321,5716,3986,4.63,684
1169,81120,2020-2021,Saline Area Schools,61.1,101,97.01,101,0.0,0.0,110321,5716,3986,15.64,684
1170,82020,2015-2016,Allen Park Public Schools,30.0,58,95.27,58,0.0,0.5,75469,2128,1143,6.1,518
1171,82020,2016-2017,Allen Park Public Schools,23.6,38,95.85,38,0.0,0.5,75469,2128,1143,3.47,518
1172,82020,2017-2018,Allen Park Public Schools,22.6,103,94.59,103,0.0,0.49,75469,2128,1143,3.5,518
1173,82020,2018-2019,Allen Park Public Schools,38.8,112,94.96,112,0.0,0.0,75469,2128,1143,10.86,518
1174,82020,2020-2021,Allen Park Public Schools,29.1,108,95.06,108,0.0,0.0,75469,2128,1143,13.42,518
1175,82030,2015-2016,Dearborn City School District,31.983333333333334,9243,96.42,9243,0.0,0.72,51451,11007,5635,6.98,14733
1176,82030,2016-2017,Dearborn City School District,43.41428571428571,9901,96.37,9901,0.0,0.86,51451,11007,5635,13.58,14733
1177,82030,2017-2018,Dearborn City School District,41.01428571428572,9886,95.56,9886,0.0,0.33,51451,11007,5635,13.52,14733
1178,82030,2018-2019,Dearborn City School District,49.357142857142854,9766,95.36,9766,0.0,0.58,51451,11007,5635,13.97,14733
1179,82030,2020-2021,Dearborn City School District,35.17142857142857,9432,99.24,9432,0.0,0.0,51451,11007,5635,12.91,14733
1190,82130,2015-2016,Romulus Community Schools,8.3,61,93.56,61,0.0,2.25,45849,1629,643,9.18,2853
1191,82130,2016-2017,Romulus Community Schools,11.1,40,92.85,40,0.0,1.73,45849,1629,643,11.44,2853
1192,82130,2017-2018,Romulus Community Schools,9.2,43,91.30,43,0.0,1.22,45849,1629,643,14.75,2853
1193,82130,2018-2019,Romulus Community Schools,21.8,35,91.59,35,0.0,1.23,45849,1629,643,13.16,2853
1194,82130,2020-2021,Romulus Community Schools,9.6,34,96.27,34,0.0,0.0,45849,1629,643,17.69,2853
1195,82140,2015-2016,South Redford School District,19.4,77,95.00,77,0.0,1.97,57310,2332,921,8.58,1798
1196,82140,2016-2017,South Redford School District,22.5,77,94.06,77,0.0,2.32,57310,2332,921,13.42,1798
1197,82140,2017-2018,South Redford School District,21.5,69,91.30,69,6.67,0.95,57310,2332,921,16.94,1798
1198,82140,2018-2019,South Redford School District,26.3,68,91.04,68,0.0,0.93,57310,2332,921,18.97,1798
1199,82140,2020-2021,South Redford School District,12.5,61,95.82,61,0.0,0.0,57310,2332,921,22.69,1798
1200,82150,2015-2016,Taylor School District,22.1,246,93.15,246,0.0,1.2,46864,3878,1017,1.11,6305
1201,82150,2016-2017,Taylor School District,18.45,272,88.64,272,0.0,1.53,46864,3878,1017,2.74,6305
1202,82150,2017-2018,Taylor School District,19.45,294,88.88,294,0.0,0.28,46864,3878,1017,2.85,6305
1203,82150,2018-2019,Taylor School District,23.549999999999997,305,88.24,305,4.55,1.01,46864,3878,1017,5.99,6305
1204,82150,2020-2021,Taylor School District,14.6,281,97.26,281,0.0,0.0,46864,3878,1017,12.36,6305
1205,82155,2015-2016,Trenton Public Schools,47.9,21,96.15,21,0.0,0.64,64770,2084,1046,17.92,549
1206,82155,2016-2017,Trenton Public Schools,46.3,32,96.19,32,0.0,0.0,64770,2084,1046,18.17,549
1207,82155,2017-2018,Trenton Public Schools,47.5,22,95.50,22,0.0,0.0,64770,2084,1046,17.75,549
1208,82155,2018-2019,Trenton Public Schools,46.1,40,95.30,40,0.0,0.0,64770,2084,1046,20.32,549
1209,82155,2020-2021,Trenton Public Schools,46.6,40,99.65,40,7.69,0.0,64770,2084,1046,18.78,549
1210,82160,2015-2016,Wayne-Westland Community School District,13.3,429,93.43,429,0.0,1.09,46732,7464,2826,4.87,6744
1211,82160,2016-2017,Wayne-Westland Community School District,13.3,376,92.82,376,2.86,1.25,46732,7464,2826,10.47,6744
1212,82160,2017-2018,Wayne-Westland Community School District,12.55,364,91.21,364,7.14,1.38,46732,7464,2826,15.42,6744
1213,82160,2018-2019,Wayne-Westland Community School District,18.85,366,91.04,366,0.0,0.27,46732,7464,2826,20.31,6744
1214,82160,2020-2021,Wayne-Westland Community School District,10.633333333333333,358,98.73,358,0.0,0.34,46732,7464,2826,20.03,6744
1215,82180,2015-2016,Flat Rock Community Schools,29.7,20,94.09,20,0.0,0.0,58827,923,395,18.83,717
1216,82180,2016-2017,Flat Rock Community Schools,23.0,24,93.50,24,0.0,0.0,58827,923,395,24.5,717
1217,82180,2017-2018,Flat Rock Community Schools,18.0,29,92.23,29,9.09,1.9,58827,923,395,27.68,717
1218,82180,2018-2019,Flat Rock Community Schools,29.5,30,91.59,30,0.0,0.94,58827,923,395,33.06,717
1219,82180,2020-2021,Flat Rock Community Schools,24.6,23,95.07,23,10.0,0.0,58827,923,395,44.84,717
1225,82290,2015-2016,Gibraltar School District,27.2,42,95.65,42,7.14,0.99,70952,2154,1044,3.62,716
1226,82290,2016-2017,Gibraltar School District,27.0,61,95.78,61,0.0,0.53,70952,2154,1044,14.46,716
1227,82290,2017-2018,Gibraltar School District,26.4,53,94.94,53,0.0,0.0,70952,2154,1044,21.68,716
1228,82290,2018-2019,Gibraltar School District,49.8,48,93.69,48,0.0,0.4,70952,2154,1044,29.09,716
1229,82290,2020-2021,Gibraltar School District,43.9,72,97.22,72,0.0,0.37,70952,2154,1044,34.33,716
1230,82300,2015-2016,Grosse Ile Township Schools,36.2,15,96.12,15,0.0,0.9,101196,2009,1155,-0.77,136
1231,82300,2016-2017,Grosse Ile Township Schools,40.7,16,95.40,16,0.0,2.91,101196,2009,1155,7.96,136
1232,82300,2017-2018,Grosse Ile Township Schools,49.4,13,94.71,13,0.0,0.6,101196,2009,1155,14.0,136
1233,82300,2018-2019,Grosse Ile Township Schools,62.4,18,95.21,18,0.0,2.68,101196,2009,1155,20.15,136
1234,82300,2020-2021,Grosse Ile Township Schools,50.5,18,99.56,18,0.0,0.0,101196,2009,1155,22.12,136
1235,82365,2015-2016,Woodhaven-Brownstown School District,25.1,188,95.20,188,0.0,0.35,61486,3138,1731,3.52,1730
1236,82365,2016-2017,Woodhaven-Brownstown School District,20.1,243,94.94,243,0.0,0.0,61486,3138,1731,8.26,1730
1237,82365,2017-2018,Woodhaven-Brownstown School District,26.8,247,94.44,247,0.0,0.0,61486,3138,1731,13.89,1730
1238,82365,2018-2019,Woodhaven-Brownstown School District,37.2,237,94.28,237,0.0,0.0,61486,3138,1731,17.03,1730
1239,82365,2020-2021,Woodhaven-Brownstown School District,45.2,265,98.78,265,0.0,0.0,61486,3138,1731,23.38,1730
1240,82390,2015-2016,Northville Public Schools,67.6,510,96.17,510,0.0,0.44,126750,9243,6670,26.17,388
1241,82390,2016-2017,Northville Public Schools,70.6,431,96.35,431,4.17,0.42,126750,9243,6670,26.64,388
1242,82390,2017-2018,Northville Public Schools,69.4,405,95.85,405,0.0,0.0,126750,9243,6670,30.96,388
1243,82390,2018-2019,Northville Public Schools,82.4,330,95.71,330,0.0,1.09,126750,9243,6670,33.19,388
1244,82390,2020-2021,Northville Public Schools,69.75,306,99.38,306,0.0,0.0,126750,9243,6670,31.32,388
1245,82400,2015-2016,Riverview Community School District,24.4,16,95.08,16,0.0,0.0,57161,1095,401,8.21,338
1246,82400,2016-2017,Riverview Community School District,21.2,40,94.58,40,0.0,0.67,57161,1095,401,8.71,338
1247,82400,2017-2018,Riverview Community School District,21.8,64,93.70,64,0.0,0.0,57161,1095,401,10.04,338
