,districtcode,schoolyear,districtname,8th_math_percentmet,attendance,american_indian_enrollment,asian_enrollment,english_language_learners_enrollment,early_middle_college_enrollment,admin_ineffective_percentage,admin_min_effective_percentage,teacher_min_effective_percentage,fundbalanceas%ofexpenditure,Estimate Total,Estimate Total White alone,Estimate Total Black or African American alone,Estimate Total American Indian and Alaska Native alone,Estimate Total Asian alone,Estimate Total Native Hawaiian and Other Pacific Islander alone,Estimate Total Some other race alone,Estimate Median household income in the past 12 months (in 2018 inflation-adjusted dollars),Estimate Total Enrolled in school Enrolled in grade 1 to grade 4,Estimate Total Enrolled in school Enrolled in grade 5 to grade 8,Estimate Total Enrolled in school Enrolled in grade 9 to grade 12,Estimate Total Regular high school diploma,Estimate Total Bachelor's degree,Estimate Total Master's degree,Estimate Median age -- Total,Estimate Median age -- Male,Estimate Median age -- Female,"Estimate Total Living in household with Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months",Estimate Total Family households
451,40040,2016-2017,Kalkaska Public Schools,10.3,95.64,8,8,5,0,12.5,0.0,0.94,28.77,12433,11908,108,79,94,0,38,45561,472,714,591,3403,680,288,45.1,44.2,45.6,784,3552
452,40040,2017-2018,Kalkaska Public Schools,16.4,88.81,7,6,5,0,0.0,0.0,2.94,31.17,12433,11908,108,79,94,0,38,45561,472,714,591,3403,680,288,45.1,44.2,45.6,784,3552
453,40040,2018-2019,Kalkaska Public Schools,41.3,94.59,7,2,5,8,0.0,0.0,3.08,30.19,12433,11908,108,79,94,0,38,45561,472,714,591,3403,680,288,45.1,44.2,45.6,784,3552
454,40040,2020-2021,Kalkaska Public Schools,23.6,93.14,4,2,5,4,0.0,0.0,0.56,18.67,12433,11908,108,79,94,0,38,45561,472,714,591,3403,680,288,45.1,44.2,45.6,784,3552
455,41010,2015-2016,Grand Rapids Public Schools,13.883333333333333,87.68,64,204,4140,0,0.0,0.0,5.99,7.9,190067,129498,36057,759,3341,106,10844,47139,9691,9276,8736,22253,28372,10827,31.1,30.4,31.9,17744,39459
456,41010,2016-2017,Grand Rapids Public Schools,15.25,93.54,78,211,4377,0,0.0,0.0,3.5,8.11,190067,129498,36057,759,3341,106,10844,47139,9691,9276,8736,22253,28372,10827,31.1,30.4,31.9,17744,39459
457,41010,2017-2018,Grand Rapids Public Schools,15.950000000000001,92.39,55,217,4357,0,0.0,0.0,4.71,7.24,190067,129498,36057,759,3341,106,10844,47139,9691,9276,8736,22253,28372,10827,31.1,30.4,31.9,17744,39459
458,41010,2018-2019,Grand Rapids Public Schools,23.142857142857142,91.87,51,204,4079,27,0.0,1.83,2.79,5.88,190067,129498,36057,759,3341,106,10844,47139,9691,9276,8736,22253,28372,10827,31.1,30.4,31.9,17744,39459
459,41010,2020-2021,Grand Rapids Public Schools,16.9875,86.44,38,140,3567,40,0.0,2.44,0.79,9.17,190067,129498,36057,759,3341,106,10844,47139,9691,9276,8736,22253,28372,10827,31.1,30.4,31.9,17744,39459
460,41020,2015-2016,Godwin Heights Public Schools,7.7,93.77,6,63,657,0,0.0,0.0,3.39,9.92,12749,7970,1337,467,195,0,1657,43575,590,917,567,2223,857,113,34.2,33.7,35.1,1231,3080
461,41020,2016-2017,Godwin Heights Public Schools,10.3,93.66,5,72,680,0,0.0,0.0,3.73,6.82,12749,7970,1337,467,195,0,1657,43575,590,917,567,2223,857,113,34.2,33.7,35.1,1231,3080
462,41020,2017-2018,Godwin Heights Public Schools,6.2,92.98,5,60,684,0,0.0,0.0,0.0,9.29,12749,7970,1337,467,195,0,1657,43575,590,917,567,2223,857,113,34.2,33.7,35.1,1231,3080
463,41020,2018-2019,Godwin Heights Public Schools,11.7,93.75,5,48,674,4,0.0,0.0,1.64,10.6,12749,7970,1337,467,195,0,1657,43575,590,917,567,2223,857,113,34.2,33.7,35.1,1231,3080
464,41020,2020-2021,Godwin Heights Public Schools,11.2,98.81,4,34,629,8,0.0,0.0,0.81,10.2,12749,7970,1337,467,195,0,1657,43575,590,917,567,2223,857,113,34.2,33.7,35.1,1231,3080
465,41040,2015-2016,Byron Center Public Schools,67.4,96.70,11,120,55,0,0.0,0.0,1.47,15.79,23986,21786,387,133,709,0,309,70404,1207,1720,1511,3945,3715,1447,39.1,38.8,39.5,560,6605
466,41040,2016-2017,Byron Center Public Schools,64.7,96.36,19,137,78,0,0.0,0.0,1.95,14.86,23986,21786,387,133,709,0,309,70404,1207,1720,1511,3945,3715,1447,39.1,38.8,39.5,560,6605
467,41040,2017-2018,Byron Center Public Schools,64.2,93.44,21,124,67,0,0.0,0.0,0.5,15.36,23986,21786,387,133,709,0,309,70404,1207,1720,1511,3945,3715,1447,39.1,38.8,39.5,560,6605
468,41040,2018-2019,Byron Center Public Schools,66.5,94.79,15,143,74,1,0.0,0.0,0.0,18.37,23986,21786,387,133,709,0,309,70404,1207,1720,1511,3945,3715,1447,39.1,38.8,39.5,560,6605
469,41040,2020-2021,Byron Center Public Schools,64.0,94.67,12,159,86,5,0.0,0.0,0.65,22.96,23986,21786,387,133,709,0,309,70404,1207,1720,1511,3945,3715,1447,39.1,38.8,39.5,560,6605
470,41050,2015-2016,Caledonia Community Schools,67.7,96.58,7,87,59,0,0.0,0.0,0.0,19.31,24576,23414,131,22,376,0,83,83388,1648,1522,1314,3298,4361,1509,37.3,37.6,36.9,411,6695
471,41050,2016-2017,Caledonia Community Schools,68.9,96.51,10,90,77,0,0.0,0.0,0.0,19.48,24576,23414,131,22,376,0,83,83388,1648,1522,1314,3298,4361,1509,37.3,37.6,36.9,411,6695
472,41050,2017-2018,Caledonia Community Schools,67.1,95.56,7,87,89,0,0.0,0.0,0.0,16.49,24576,23414,131,22,376,0,83,83388,1648,1522,1314,3298,4361,1509,37.3,37.6,36.9,411,6695
473,41050,2018-2019,Caledonia Community Schools,61.5,95.86,7,85,85,4,0.0,0.0,0.0,17.28,24576,23414,131,22,376,0,83,83388,1648,1522,1314,3298,4361,1509,37.3,37.6,36.9,411,6695
474,41050,2020-2021,Caledonia Community Schools,58.7,94.80,3,77,86,17,0.0,0.0,0.0,18.42,24576,23414,131,22,376,0,83,83388,1648,1522,1314,3298,4361,1509,37.3,37.6,36.9,411,6695
475,41070,2015-2016,Cedar Springs Public Schools,43.5,96.11,17,18,21,0,0.0,0.0,0.52,12.3,20519,19772,168,10,97,0,70,64613,1217,1147,1328,4509,2073,612,37.9,38.0,37.9,760,5401
476,41070,2016-2017,Cedar Springs Public Schools,35.7,95.76,15,18,24,0,0.0,0.0,0.0,14.09,20519,19772,168,10,97,0,70,64613,1217,1147,1328,4509,2073,612,37.9,38.0,37.9,760,5401
477,41070,2017-2018,Cedar Springs Public Schools,37.5,94.73,15,23,36,0,0.0,0.0,0.95,16.72,20519,19772,168,10,97,0,70,64613,1217,1147,1328,4509,2073,612,37.9,38.0,37.9,760,5401
478,41070,2018-2019,Cedar Springs Public Schools,41.8,95.19,14,18,43,69,0.0,0.0,0.93,20.34,20519,19772,168,10,97,0,70,64613,1217,1147,1328,4509,2073,612,37.9,38.0,37.9,760,5401
479,41070,2020-2021,Cedar Springs Public Schools,31.4,92.15,10,19,29,133,0.0,0.0,0.39,27.46,20519,19772,168,10,97,0,70,64613,1217,1147,1328,4509,2073,612,37.9,38.0,37.9,760,5401
480,41080,2015-2016,Comstock Park Public Schools,26.1,95.41,4,23,204,0,0.0,0.0,0.76,7.53,14672,13267,766,65,211,0,174,53519,632,751,746,2334,1988,660,35.9,35.4,37.0,749,3861
481,41080,2016-2017,Comstock Park Public Schools,29.3,95.36,2,15,206,0,0.0,0.0,0.83,6.73,14672,13267,766,65,211,0,174,53519,632,751,746,2334,1988,660,35.9,35.4,37.0,749,3861
482,41080,2017-2018,Comstock Park Public Schools,29.5,95.12,1,13,202,0,0.0,0.0,1.71,11.32,14672,13267,766,65,211,0,174,53519,632,751,746,2334,1988,660,35.9,35.4,37.0,749,3861
483,41080,2018-2019,Comstock Park Public Schools,43.1,95.49,1,16,206,1,0.0,0.0,0.0,16.29,14672,13267,766,65,211,0,174,53519,632,751,746,2334,1988,660,35.9,35.4,37.0,749,3861
484,41080,2020-2021,Comstock Park Public Schools,40.0,95.73,1,15,165,3,0.0,0.0,2.4,28.42,14672,13267,766,65,211,0,174,53519,632,751,746,2334,1988,660,35.9,35.4,37.0,749,3861
485,41110,2015-2016,Forest Hills Public Schools,66.36666666666666,96.46,16,743,381,0,0.0,0.0,1.22,12.29,50639,45100,731,121,3420,22,36,104785,2809,3392,3646,3559,12545,6055,41.2,40.2,42.1,398,14046
486,41110,2016-2017,Forest Hills Public Schools,65.5,96.09,10,775,433,0,0.0,0.0,0.16,12.01,50639,45100,731,121,3420,22,36,104785,2809,3392,3646,3559,12545,6055,41.2,40.2,42.1,398,14046
487,41110,2017-2018,Forest Hills Public Schools,64.06666666666666,95.82,11,788,454,0,0.0,0.0,0.56,15.45,50639,45100,731,121,3420,22,36,104785,2809,3392,3646,3559,12545,6055,41.2,40.2,42.1,398,14046
488,41110,2018-2019,Forest Hills Public Schools,71.8,95.91,14,818,430,1,0.0,0.0,0.5,17.23,50639,45100,731,121,3420,22,36,104785,2809,3392,3646,3559,12545,6055,41.2,40.2,42.1,398,14046
489,41110,2020-2021,Forest Hills Public Schools,70.66666666666667,98.29,13,789,344,7,0.0,0.0,0.0,19.17,50639,45100,731,121,3420,22,36,104785,2809,3392,3646,3559,12545,6055,41.2,40.2,42.1,398,14046
490,41120,2015-2016,Godfrey-Lee Public Schools,10.9,93.83,4,3,902,0,0.0,0.0,0.0,13.3,8281,5330,596,97,94,15,1568,47120,452,854,772,1209,376,92,30.0,25.7,32.3,1103,1956
491,41120,2016-2017,Godfrey-Lee Public Schools,18.2,93.37,2,3,927,0,0.0,0.0,0.7,11.92,8281,5330,596,97,94,15,1568,47120,452,854,772,1209,376,92,30.0,25.7,32.3,1103,1956
492,41120,2017-2018,Godfrey-Lee Public Schools,22.4,93.46,3,4,932,0,0.0,0.0,0.0,11.62,8281,5330,596,97,94,15,1568,47120,452,854,772,1209,376,92,30.0,25.7,32.3,1103,1956
493,41120,2018-2019,Godfrey-Lee Public Schools,7.6,93.67,1,6,883,0,0.0,0.0,0.75,15.75,8281,5330,596,97,94,15,1568,47120,452,854,772,1209,376,92,30.0,25.7,32.3,1103,1956
494,41120,2020-2021,Godfrey-Lee Public Schools,7.7,96.81,1,5,889,3,0.0,0.0,0.0,36.11,8281,5330,596,97,94,15,1568,47120,452,854,772,1209,376,92,30.0,25.7,32.3,1103,1956
495,41130,2015-2016,Grandville Public Schools,38.4,96.53,14,199,134,0,0.0,0.0,0.0,6.51,39292,34846,808,161,1313,0,975,64847,2381,2118,1880,6440,5619,2141,35.6,34.6,36.4,1732,10327
496,41130,2016-2017,Grandville Public Schools,40.3,96.08,12,213,156,0,0.0,0.0,0.0,6.98,39292,34846,808,161,1313,0,975,64847,2381,2118,1880,6440,5619,2141,35.6,34.6,36.4,1732,10327
497,41130,2017-2018,Grandville Public Schools,42.1,95.30,16,217,184,0,0.0,0.0,0.0,8.74,39292,34846,808,161,1313,0,975,64847,2381,2118,1880,6440,5619,2141,35.6,34.6,36.4,1732,10327
498,41130,2018-2019,Grandville Public Schools,54.9,95.42,14,212,181,1,0.0,0.0,1.03,10.94,39292,34846,808,161,1313,0,975,64847,2381,2118,1880,6440,5619,2141,35.6,34.6,36.4,1732,10327
499,41130,2020-2021,Grandville Public Schools,50.5,91.92,21,183,157,3,0.0,0.0,0.4,11.14,39292,34846,808,161,1313,0,975,64847,2381,2118,1880,6440,5619,2141,35.6,34.6,36.4,1732,10327
500,41140,2015-2016,Kelloggsville Public Schools,15.5,93.75,14,133,508,0,16.67,0.0,2.22,13.08,13362,8924,1733,49,907,23,986,43877,781,610,594,2852,1103,252,35.3,33.7,36.1,1261,3219
501,41140,2016-2017,Kelloggsville Public Schools,14.9,93.37,7,136,570,0,0.0,0.0,0.7,17.26,13362,8924,1733,49,907,23,986,43877,781,610,594,2852,1103,252,35.3,33.7,36.1,1261,3219
502,41140,2017-2018,Kelloggsville Public Schools,11.7,91.82,7,141,584,0,0.0,0.0,1.99,22.63,13362,8924,1733,49,907,23,986,43877,781,610,594,2852,1103,252,35.3,33.7,36.1,1261,3219
503,41140,2018-2019,Kelloggsville Public Schools,17.9,92.79,6,135,659,1,0.0,0.0,3.13,22.3,13362,8924,1733,49,907,23,986,43877,781,610,594,2852,1103,252,35.3,33.7,36.1,1261,3219
504,41140,2020-2021,Kelloggsville Public Schools,6.3,91.07,2,142,637,2,0.0,0.0,0.71,25.18,13362,8924,1733,49,907,23,986,43877,781,610,594,2852,1103,252,35.3,33.7,36.1,1261,3219
505,41145,2015-2016,Kenowa Hills Public Schools,26.2,95.83,12,47,212,0,0.0,0.0,0.55,13.45,25510,22743,741,18,806,20,211,64170,1173,1117,1377,4057,3933,1169,36.2,36.4,36.1,881,6544
506,41145,2016-2017,Kenowa Hills Public Schools,19.4,95.58,8,43,226,0,0.0,0.0,1.11,9.67,25510,22743,741,18,806,20,211,64170,1173,1117,1377,4057,3933,1169,36.2,36.4,36.1,881,6544
507,41145,2017-2018,Kenowa Hills Public Schools,22.2,94.85,8,44,169,0,0.0,0.0,0.0,10.4,25510,22743,741,18,806,20,211,64170,1173,1117,1377,4057,3933,1169,36.2,36.4,36.1,881,6544
508,41145,2018-2019,Kenowa Hills Public Schools,30.0,95.14,7,39,172,18,0.0,0.0,1.5,10.66,25510,22743,741,18,806,20,211,64170,1173,1117,1377,4057,3933,1169,36.2,36.4,36.1,881,6544
509,41145,2020-2021,Kenowa Hills Public Schools,23.7,96.56,8,59,213,24,0.0,0.0,0.0,11.4,25510,22743,741,18,806,20,211,64170,1173,1117,1377,4057,3933,1169,36.2,36.4,36.1,881,6544
510,41150,2015-2016,Kent City Community Schools,24.1,95.59,2,11,209,0,0.0,0.0,0.0,3.13,8685,8305,130,7,20,0,127,68870,501,536,425,1773,645,153,34.0,34.8,33.2,661,2291
511,41150,2016-2017,Kent City Community Schools,23.2,95.04,1,7,190,0,0.0,0.0,0.0,3.43,8685,8305,130,7,20,0,127,68870,501,536,425,1773,645,153,34.0,34.8,33.2,661,2291
512,41150,2017-2018,Kent City Community Schools,36.1,94.55,0,11,193,0,0.0,0.0,0.94,3.19,8685,8305,130,7,20,0,127,68870,501,536,425,1773,645,153,34.0,34.8,33.2,661,2291
513,41150,2018-2019,Kent City Community Schools,45.7,93.96,0,6,187,1,0.0,0.0,0.0,3.07,8685,8305,130,7,20,0,127,68870,501,536,425,1773,645,153,34.0,34.8,33.2,661,2291
514,41150,2020-2021,Kent City Community Schools,24.7,97.91,0,5,146,12,0.0,0.0,0.0,15.52,8685,8305,130,7,20,0,127,68870,501,536,425,1773,645,153,34.0,34.8,33.2,661,2291
515,41160,2015-2016,Kentwood Public Schools,28.266666666666666,95.04,33,1168,1596,0,0.0,0.0,1.44,7.48,67953,43896,14066,189,5874,22,915,54842,3500,3240,4286,10571,9390,3280,32.9,32.3,33.8,4382,16612
516,41160,2016-2017,Kentwood Public Schools,27.133333333333336,94.80,28,1264,1821,0,0.0,0.0,0.0,9.6,67953,43896,14066,189,5874,22,915,54842,3500,3240,4286,10571,9390,3280,32.9,32.3,33.8,4382,16612
517,41160,2017-2018,Kentwood Public Schools,22.8,93.96,23,1306,1903,0,0.0,0.0,1.29,10.91,67953,43896,14066,189,5874,22,915,54842,3500,3240,4286,10571,9390,3280,32.9,32.3,33.8,4382,16612
518,41160,2018-2019,Kentwood Public Schools,28.0,94.06,24,1345,2048,25,0.0,0.0,1.24,12.27,67953,43896,14066,189,5874,22,915,54842,3500,3240,4286,10571,9390,3280,32.9,32.3,33.8,4382,16612
519,41160,2020-2021,Kentwood Public Schools,25.266666666666666,95.45,34,1385,2030,58,0.0,0.0,0.17,14.53,67953,43896,14066,189,5874,22,915,54842,3500,3240,4286,10571,9390,3280,32.9,32.3,33.8,4382,16612
520,41170,2015-2016,Lowell Area Schools,52.1,96.08,5,27,45,0,0.0,0.0,0.92,11.49,22002,21122,221,49,111,0,110,79358,965,1215,1461,3539,3381,1116,41.9,41.5,42.3,359,6334
521,41170,2016-2017,Lowell Area Schools,57.0,95.80,6,36,41,0,0.0,0.0,0.9,13.9,22002,21122,221,49,111,0,110,79358,965,1215,1461,3539,3381,1116,41.9,41.5,42.3,359,6334
522,41170,2017-2018,Lowell Area Schools,53.7,95.10,8,31,44,0,0.0,0.0,0.0,15.63,22002,21122,221,49,111,0,110,79358,965,1215,1461,3539,3381,1116,41.9,41.5,42.3,359,6334
523,41170,2018-2019,Lowell Area Schools,61.0,95.29,6,32,41,8,0.0,0.0,0.0,15.88,22002,21122,221,49,111,0,110,79358,965,1215,1461,3539,3381,1116,41.9,41.5,42.3,359,6334
524,41170,2020-2021,Lowell Area Schools,50.0,99.08,6,36,20,14,0.0,0.0,0.0,16.89,22002,21122,221,49,111,0,110,79358,965,1215,1461,3539,3381,1116,41.9,41.5,42.3,359,6334
525,41210,2015-2016,Rockford Public Schools,60.8,96.25,10,130,14,0,0.0,0.0,0.42,3.59,44614,42436,357,124,429,14,401,90339,2633,3095,3056,5150,8687,3777,38.9,38.1,39.7,841,12571
526,41210,2016-2017,Rockford Public Schools,62.75,96.10,6,120,13,0,0.0,0.0,0.21,4.21,44614,42436,357,124,429,14,401,90339,2633,3095,3056,5150,8687,3777,38.9,38.1,39.7,841,12571
527,41210,2017-2018,Rockford Public Schools,49.45,95.64,4,122,13,0,0.0,4.0,0.41,5.8,44614,42436,357,124,429,14,401,90339,2633,3095,3056,5150,8687,3777,38.9,38.1,39.7,841,12571
528,41210,2018-2019,Rockford Public Schools,66.5,95.59,6,124,23,0,0.0,0.0,0.21,7.63,44614,42436,357,124,429,14,401,90339,2633,3095,3056,5150,8687,3777,38.9,38.1,39.7,841,12571
529,41210,2020-2021,Rockford Public Schools,59.400000000000006,93.09,5,104,43,11,0.0,0.0,0.0,10.43,44614,42436,357,124,429,14,401,90339,2633,3095,3056,5150,8687,3777,38.9,38.1,39.7,841,12571
530,41240,2015-2016,Sparta Area Schools,39.4,93.06,2,18,263,0,0.0,0.0,3.47,11.22,15180,14635,99,64,152,0,103,62308,707,754,1004,3268,1526,508,41.3,39.4,42.7,533,4152
531,41240,2016-2017,Sparta Area Schools,38.3,93.07,0,23,246,0,0.0,0.0,0.72,10.27,15180,14635,99,64,152,0,103,62308,707,754,1004,3268,1526,508,41.3,39.4,42.7,533,4152
532,41240,2017-2018,Sparta Area Schools,35.4,95.82,4,19,216,0,0.0,0.0,1.48,13.75,15180,14635,99,64,152,0,103,62308,707,754,1004,3268,1526,508,41.3,39.4,42.7,533,4152
533,41240,2018-2019,Sparta Area Schools,46.1,96.05,8,18,195,1,0.0,0.0,2.9,15.25,15180,14635,99,64,152,0,103,62308,707,754,1004,3268,1526,508,41.3,39.4,42.7,533,4152
534,41240,2020-2021,Sparta Area Schools,29.0,96.73,15,16,179,9,0.0,0.0,0.0,23.48,15180,14635,99,64,152,0,103,62308,707,754,1004,3268,1526,508,41.3,39.4,42.7,533,4152
535,44020,2015-2016,Almont Community Schools,55.0,95.88,8,5,65,0,0.0,0.0,1.28,7.16,8321,8042,2,17,214,0,0,68462,277,457,580,1771,846,468,44.8,43.6,46.0,240,2322
536,44020,2016-2017,Almont Community Schools,54.5,95.94,8,5,49,0,0.0,0.0,0.0,6.25,8321,8042,2,17,214,0,0,68462,277,457,580,1771,846,468,44.8,43.6,46.0,240,2322
537,44020,2017-2018,Almont Community Schools,53.0,94.64,8,5,50,0,0.0,0.0,0.0,6.67,8321,8042,2,17,214,0,0,68462,277,457,580,1771,846,468,44.8,43.6,46.0,240,2322
538,44020,2018-2019,Almont Community Schools,63.4,94.67,8,4,40,9,0.0,0.0,0.83,10.59,8321,8042,2,17,214,0,0,68462,277,457,580,1771,846,468,44.8,43.6,46.0,240,2322
539,44020,2020-2021,Almont Community Schools,56.6,89.84,9,3,28,13,0.0,0.0,0.0,14.62,8321,8042,2,17,214,0,0,68462,277,457,580,1771,846,468,44.8,43.6,46.0,240,2322
540,44060,2015-2016,Imlay City Community Schools,24.3,95.07,5,13,256,0,0.0,0.0,0.0,14.4,12566,12104,34,74,0,0,181,54502,827,703,708,2629,792,241,38.4,39.5,36.5,876,3161
541,44060,2016-2017,Imlay City Community Schools,22.9,96.02,4,16,268,0,0.0,0.0,0.0,20.13,12566,12104,34,74,0,0,181,54502,827,703,708,2629,792,241,38.4,39.5,36.5,876,3161
542,44060,2017-2018,Imlay City Community Schools,28.1,93.26,3,17,275,0,0.0,0.0,0.0,19.07,12566,12104,34,74,0,0,181,54502,827,703,708,2629,792,241,38.4,39.5,36.5,876,3161
543,44060,2018-2019,Imlay City Community Schools,40.3,93.50,4,13,289,73,0.0,0.0,0.0,17.75,12566,12104,34,74,0,0,181,54502,827,703,708,2629,792,241,38.4,39.5,36.5,876,3161
544,44060,2020-2021,Imlay City Community Schools,41.3,91.41,5,11,269,49,0.0,0.0,0.0,29.49,12566,12104,34,74,0,0,181,54502,827,703,708,2629,792,241,38.4,39.5,36.5,876,3161
545,44090,2015-2016,North Branch Area Schools,36.2,94.65,10,2,5,0,0.0,0.0,0.0,9.09,10948,10747,29,22,0,2,0,59913,550,656,553,2219,817,397,42.2,41.8,42.7,578,3129
546,44090,2016-2017,North Branch Area Schools,43.7,94.16,11,1,5,0,0.0,0.0,0.0,11.94,10948,10747,29,22,0,2,0,59913,550,656,553,2219,817,397,42.2,41.8,42.7,578,3129
547,44090,2017-2018,North Branch Area Schools,45.9,94.16,11,2,5,0,0.0,0.0,1.39,13.49,10948,10747,29,22,0,2,0,59913,550,656,553,2219,817,397,42.2,41.8,42.7,578,3129
548,44090,2018-2019,North Branch Area Schools,51.5,93.81,8,3,5,55,0.0,0.0,0.0,15.2,10948,10747,29,22,0,2,0,59913,550,656,553,2219,817,397,42.2,41.8,42.7,578,3129
549,44090,2020-2021,North Branch Area Schools,43.3,93.24,8,2,5,71,0.0,0.0,0.0,25.15,10948,10747,29,22,0,2,0,59913,550,656,553,2219,817,397,42.2,41.8,42.7,578,3129
550,46020,2015-2016,Addison Community Schools,31.4,96.55,3,4,5,0,0.0,0.0,0.0,7.44,7622,7443,30,11,24,0,0,57719,209,336,434,1753,1122,317,50.8,49.6,51.7,199,2322
551,46020,2016-2017,Addison Community Schools,18.9,95.54,4,5,5,0,0.0,0.0,0.0,9.72,7622,7443,30,11,24,0,0,57719,209,336,434,1753,1122,317,50.8,49.6,51.7,199,2322
552,46020,2017-2018,Addison Community Schools,34.4,95.01,4,3,5,0,0.0,0.0,0.0,9.34,7622,7443,30,11,24,0,0,57719,209,336,434,1753,1122,317,50.8,49.6,51.7,199,2322
553,46020,2018-2019,Addison Community Schools,40.0,95.38,3,5,5,2,0.0,0.0,0.0,8.75,7622,7443,30,11,24,0,0,57719,209,336,434,1753,1122,317,50.8,49.6,51.7,199,2322
554,46020,2020-2021,Addison Community Schools,24.5,97.49,0,3,5,0,0.0,0.0,0.0,12.73,7622,7443,30,11,24,0,0,57719,209,336,434,1753,1122,317,50.8,49.6,51.7,199,2322
555,46040,2015-2016,Blissfield Community Schools,59.6,96.39,1,6,5,0,0.0,0.0,0.0,34.62,6745,6421,30,112,5,0,8,54087,357,296,409,1449,729,269,41.3,38.5,44.6,302,1725
556,46040,2016-2017,Blissfield Community Schools,47.2,95.85,1,7,5,0,0.0,0.0,0.0,35.43,6745,6421,30,112,5,0,8,54087,357,296,409,1449,729,269,41.3,38.5,44.6,302,1725
557,46040,2017-2018,Blissfield Community Schools,56.0,94.82,5,5,5,0,0.0,0.0,0.0,38.32,6745,6421,30,112,5,0,8,54087,357,296,409,1449,729,269,41.3,38.5,44.6,302,1725
558,46040,2018-2019,Blissfield Community Schools,37.1,94.58,3,6,5,4,0.0,0.0,0.0,38.73,6745,6421,30,112,5,0,8,54087,357,296,409,1449,729,269,41.3,38.5,44.6,302,1725
559,46040,2020-2021,Blissfield Community Schools,34.1,98.80,2,9,11,8,0.0,0.0,0.0,36.85,6745,6421,30,112,5,0,8,54087,357,296,409,1449,729,269,41.3,38.5,44.6,302,1725
560,46060,2015-2016,Clinton Community Schools,38.4,96.29,4,3,5,0,0.0,0.0,0.0,20.35,5744,5595,46,0,19,3,16,66159,170,272,330,1159,769,332,46.5,44.7,47.8,249,1640
561,46060,2016-2017,Clinton Community Schools,28.6,95.53,4,3,5,0,0.0,0.0,7.46,21.88,5744,5595,46,0,19,3,16,66159,170,272,330,1159,769,332,46.5,44.7,47.8,249,1640
562,46060,2017-2018,Clinton Community Schools,23.9,95.16,3,6,5,0,0.0,0.0,0.0,28.77,5744,5595,46,0,19,3,16,66159,170,272,330,1159,769,332,46.5,44.7,47.8,249,1640
563,46060,2018-2019,Clinton Community Schools,38.7,95.46,2,7,5,7,0.0,0.0,4.44,34.56,5744,5595,46,0,19,3,16,66159,170,272,330,1159,769,332,46.5,44.7,47.8,249,1640
564,46060,2020-2021,Clinton Community Schools,40.3,94.65,4,8,5,7,0.0,0.0,0.0,41.65,5744,5595,46,0,19,3,16,66159,170,272,330,1159,769,332,46.5,44.7,47.8,249,1640
565,46100,2015-2016,Morenci Area Schools,46.3,96.48,2,1,5,0,0.0,0.0,2.38,8.11,4288,4050,28,21,21,0,11,43387,246,275,306,1050,231,57,38.6,36.9,39.7,278,1118
566,46100,2016-2017,Morenci Area Schools,20.5,95.51,2,1,5,0,0.0,0.0,11.63,11.49,4288,4050,28,21,21,0,11,43387,246,275,306,1050,231,57,38.6,36.9,39.7,278,1118
567,46100,2017-2018,Morenci Area Schools,38.2,94.96,1,1,5,0,0.0,0.0,8.89,11.45,4288,4050,28,21,21,0,11,43387,246,275,306,1050,231,57,38.6,36.9,39.7,278,1118
568,46100,2018-2019,Morenci Area Schools,40.8,94.00,1,0,5,1,0.0,0.0,4.55,14.81,4288,4050,28,21,21,0,11,43387,246,275,306,1050,231,57,38.6,36.9,39.7,278,1118
569,46100,2020-2021,Morenci Area Schools,34.2,97.90,0,0,5,3,0.0,0.0,4.76,20.33,4288,4050,28,21,21,0,11,43387,246,275,306,1050,231,57,38.6,36.9,39.7,278,1118
570,46110,2015-2016,Onsted Community Schools,27.8,96.97,8,0,17,0,0.0,0.0,3.66,15.16,9320,8935,83,51,35,0,40,66667,366,591,453,2374,1116,376,50.1,49.5,50.7,319,2835
571,46110,2016-2017,Onsted Community Schools,28.6,96.34,8,2,22,0,0.0,0.0,7.41,15.38,9320,8935,83,51,35,0,40,66667,366,591,453,2374,1116,376,50.1,49.5,50.7,319,2835
572,46110,2017-2018,Onsted Community Schools,18.5,96.58,6,1,16,0,0.0,0.0,1.3,13.63,9320,8935,83,51,35,0,40,66667,366,591,453,2374,1116,376,50.1,49.5,50.7,319,2835
573,46110,2018-2019,Onsted Community Schools,31.4,98.70,7,1,13,18,0.0,0.0,1.27,16.28,9320,8935,83,51,35,0,40,66667,366,591,453,2374,1116,376,50.1,49.5,50.7,319,2835
574,46110,2020-2021,Onsted Community Schools,21.6,91.22,8,0,14,15,0.0,0.0,0.0,20.37,9320,8935,83,51,35,0,40,66667,366,591,453,2374,1116,376,50.1,49.5,50.7,319,2835
